name,title,book(s),house,dateOfBirth,dateOfDeath,,culture,alias,reign,full name,other titles,born in,died in,royal house,predecessor,heir,successor,queen,issue,books,father,mother,coronation,spouse,personal arms,race,wife,actor,tv series,buried in,location,government,founded,religion,notable places,organizations,named for,current commander,size,banner,motto/war cry,founder,coat of arms,seat,current lord,region,overlord,words,cadet branch,ancestral weapon,population,conflict,date,place,result,author,country,language,series,genre(s),publisher,released,media type,pages,followed&#160;by,cover artist,isbn,purchase,disbanded
Tion Frey,,A Game of Thrones,,279 AC,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toefinger,,A Storm of Swords,,,,,Free Folk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todric,,A Clash of Kings,,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todder,,A Game of Thrones,Night's Watch,,,,, Toad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togg Joth,,A Storm of Swords,Brave Companions,,,,Ibbenese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TomToo,,A Clash of Kings,House Stark,,,,Northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Costayne,Ser,A Feast for Crows,House Costayne,,,,, Long Tom Costayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomard,,A Game of Thrones,House Stark,249 AC,298 AC,,northmen, Fat Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommard Heddle,Ser,The Mystery Knight,House Heddle,,211 AC,,, Black Tom Heddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom of Sevenstreams,,A Storm of Swords,Brotherhood without banners,240 AC,,,, Tom O'Sevens<br>Tom Sevenstrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommen Costayne,Three Towers,A Feast for Crows,House Costayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torbert, Septon,A Feast for Crows,Faith of the Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toregg,,A Storm of Swords,,,,,Free Folk, Toregg the Tall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommen Baratheon,,,,,,,, The Boy King,300 AC, Tommen Baratheon the First of His Name,Andals,291 AC,,,Joffrey I Baratheon,Myrcella Baratheon,,Margaery Tyrell,,A Game of Thrones,Robert Baratheon,Cersei Lannister,,,,,,1,Season 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tormund,Ruddy Hall,A Storm of Swords,,,,Season 3,Free Folk, Tormund Giantsbane <br> Mead-King of Ruddy Hall <br> Tormund Thunderfist <br> Tormund Horn-Blower <br> Tormund Tall-Talker <br> Breaker of Ice <br> Husband to Bears <br> Speaker to Gods <br> Father of Hosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrek,,A Game of Thrones,Stone Crows,,,,Vale mountain clans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torren Liddle, The Liddle<br>Lord Liddle,A Feast for Crows,House Liddle,,,,Northern mountain clans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrhen Karstark,,A Game of Thrones,House Karstark,Karhold,298 AC,Season 2,Northmen, Torr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torwynd,,A Storm of Swords,,,300 AC,,Free Folk, Torwynd the Tame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tothmure, Maester,A Clash of Kings,,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrhen Stark,,,,,,,Northmen, The King Who Knelt,War of Conquest, Torrhen Stark,King in the North,,,House Stark, unknown,, none,,,The World of Ice and Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trebor Jordayne, Lord of the Tor,A Feast for Crows,House Jordayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tregar,,A Game of Thrones,House Lannister,,298 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tregar Ormollen,,A Clash of Kings,,,,,Lyseni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Mudd,Lord Commander of the Night's Watch,A Storm of Swords,House Mudd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Ryger,,A Storm of Swords,House Ryger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremond Gargalen,Salt Shore,A Storm of Swords,House Gargalen,,,,Dornish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristifer IV Mudd,,,,,,,, The Hammer of Justice,," Tristifer of House Mudd, the Fourth of His Name",King of the Rivers and the Hills,,,House Mudd,,,Tristifer V Mudd,,Tristifer V Mudd,A Storm of Swords,,,,,,,,,,Oldstones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristimun,Ser,A Storm of Swords, Sea watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristifer V Mudd,,,,,,,, Tristifer the Last,, Tristifer V Mudd, King of the Rivers and the Hills,,,House Mudd,Tristifer IV Mudd,, None,,,,Tristifer IV Mudd,," Tristifer, the Fifth of His Name, King of the Rivers and the Hills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triston Farwynd,Sealskin Point,A Feast for Crows,House Farwynd,,,,Ironborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristifer Botley,Lordsport,A Feast for Crows,House Botley,Lordsport,,,Ironborn, Tris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triston Sunderland,Three Sisters,A Feast for Crows,House Sunderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuffleberry,,A Clash of Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumberjon,,A Storm of Swords,Night's Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triston of Tally Hill, Ser,A Storm of Swords,House Sunglass,,,,, Triston of Tally Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trystane Martell, Prince,A Game of Thrones,House Martell,287 AC,,Season 5,Dornish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tya Lannister,,A Game of Thrones,House Baratheon,,,,,,,,,,,,,,,,,,,,,Gowen Baratheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turquin,Maester,A Storm of Swords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turnip,,A Clash of Kings,House Stark,,,,northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumco Lho, Ser,A Dance with Dragons,,Basilisk Isles,,,Ghiscari, Tum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tybolt Hetherspoon,Ser,A Feast for Crows,House Hetherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tybero Istarion,,A Dance with Dragons,Second Sons,,,,, Inkpots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tybolt Crakehall,Ser,A Storm of Swords,House Crakehall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tycho Nestoris,,A Dance with Dragons,Iron Bank of Braavos,,,Season 4,Braavosi,"<a href=""#cite_note-0"">[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyana Wylde,,A Clash of Kings,House Wylde,,,,,,,,,,,,,,,,,,,,,Aenys Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyene Sand,,A Storm of Swords,House Martell,276 AC,,Season 5,Dornish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tygett Lannister,Ser,A Game of Thrones,House Lannister,250 AC,"<a href=""#cite_note-Calculation-0"">[1]",,, Tyg,,,,,,,,,,,,,,,,Darlessa Marbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tybolt Lannister,Ser,The Hedge Knight,House Lannister,,212 AC,,Westerman,,,,,,,,,,,,,,,,,Teora Kyndall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrion Tanner,,A Feast for Crows,House Stokeworth,300 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tymor,,A Clash of Kings,House Greyjoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrek Lannister,,A Game of Thrones,House Lannister,286 AC,299 AC,,," ""Wet Nurse""",,,,,,,,,,,,,,,,Ermesande Hayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyland Lannister,Ser,The World of Ice and Fire,House Lannister,,133 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tysha,,A Game of Thrones,,271 AC,,,, Lady Tysha of House Silverfist,,,,,,,,,,,,,,,,Tyrion Lannister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tytos Blackwood,Raventree Hall,A Game of Thrones,House Blackwood,Raventree Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tysane Frey,,A Clash of Kings,House Frey,292 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyta Frey,,A Clash of Kings,House Frey,269 AC,,,, Tyta the Maid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tywin Frey,Ser,A Clash of Kings,House Frey,287 AC,,,, Ty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tytos Brax,Ser,A Game of Thrones,House Brax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tytos Lannister,Casterly Rock,The World of Ice and Fire,House Lannister,220 AC,267 AC,,,"<a href=""#cite_note-Rtwoiaf_house_lannister_under_the_dragons.7B.7B.7B3.7D.7D.7D-0"">[1]",,,,,,,,,,,,,,,,Jeyne Marbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tytos Frey, Ser,A Clash of Kings,House Frey,261 AC,299 AC,,,,,,,,,,,,,,,,,,,Zhoe Blanetree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulf son of Umar,,A Game of Thrones,Moon Brothers,,298 AC,,Vale mountain clans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulf the White,Ser,The World of Ice and Fire,Blacks,,130 AC,,, Ulf White<br>Ulf the Sot<br>The Betrayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulf the Ill,,A Clash of Kings,House Greyjoy,,299 AC,,Ironborn, Ulf the Ill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tywin Lannister,Casterly Rock,A Game of Thrones,House Lannister,242 AC,300 AC,Season 1,, The Lion of Lannister<br>The Old Lion<br>The Great Lion of the Rock,,,,,,,,,,,,,,,,Joanna Lannister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uller,,A Clash of Kings,House Greyjoy,,,,Ironborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmer,,A Storm of Swords,Kingswood Brotherhood,,,,, Ulmer of the Kingswood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulrick Dayne,Ser,The Sworn Sword,House Dayne,,,,Dornish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulwyck Uller, Ser,A Storm of Swords,House Uller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umar,,A Game of Thrones,Moon Brothers,,,,Vale mountain clans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umfred,,A Storm of Swords,House Baelish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umma,,A Feast for Crows,Faceless Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tywin Frey (son of Raymund),,A Feast for Crows,House Frey,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urrathon,,A Clash of Kings,,,,,Qartheen, Urrathon Night-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unella, Septa,A Feast for Crows,Faith of the Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urek Ironmaker,,A Feast for Crows,House Ironmaker,,,,Ironborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urreg,,A Clash of Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urswyck,,A Storm of Swords,Brave Companions,,,,, Urswyck the Faithful<br>Faithful Urswyck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urron Greyiron,,,,,,,Ironborn, Urron Redhand," about 5,000 years ago.", Urron Greyiron,Iron King,,,House Greyiron,Urragon IV Greyiron,,,,,The World of Ice and Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urrigon Greyjoy,,A Feast for Crows,House Greyjoy,268 AC,Pyke,,Ironborn, Urri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utherydes Wayn, Steward,A Game of Thrones,House Wayn,237 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urzen,,A Clash of Kings,House Greyjoy,,,,Ironborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uthor Tollett,Grey Glen,A Feast for Crows,House Tollett,,,,Valemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uthor Underleaf,Ser,The Mystery Knight,,181 AC,,,, The Snail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utt, Septon,A Clash of Kings,Brave Companions,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Val,,A Storm of Swords,,,,,Free folk, The wildling princess<br>Lady Val,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaellyn, Archmaester,A Feast for Crows,,,,,, 'Vinegar' Vaellyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varamyr,,A Storm of Swords,,Beyond the Wall,300 AC,,Free Folk, Varamyr Sixskins<br>Haggon<br>Lump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vardis Egen,Ser,A Game of Thrones,House Egen,249 AC,298 AC,Season 1,Valemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vargo Hoat, Lord of Harrenhal,A Game of Thrones,Brave Companions,,300 AC,,Qohor, The Goat <br>Goat of Harrenhal<br> The Crippler <br>The Qohorik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valaena Velaryon,Dragonstone,The World of Ice and Fire,House Velaryon,,,,Valyrian,,,,,,,,,,,,,,,,,Aerion Targaryen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaemond Velaryon,Ser,The Rogue Prince,House Velaryon,,126 AC,,Valyrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varly,,A Game of Thrones,House Stark,,298 AC,,northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vayon Poole,Winterfell,A Game of Thrones,House Poole,,298 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valarr Targaryen,Hand of the King,The Hedge Knight,House Targaryen,183 AC,209 AC,,Valyrian, The Young Prince,,,,,,,,,,,,,,,,Kiera of Tyrosh,House Targaryen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vickon Greyjoy,Lord Reaper of Pyke,The World of Ice and Fire,House Greyjoy,,33 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veiled Lady,,A Feast for Crows,,,,,Braavosi, The Veiled Lady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victarion Greyjoy,Lord Captain of the Iron Fleet,A Game of Thrones,House Greyjoy,268 AC,,,Ironborn, The Iron Captain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varys,Master of Whisperers,A Game of Thrones,,Lys,,Season 1,,Rugen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vickon Botley,,A Feast for Crows,House Botley,,,,Ironborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet,,A Storm of Swords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visenya Targaryen, Queen<br>Dowager Queen,The World of Ice and Fire,House Targaryen,28BC,44 AC,,Valyrian,,,,,,,,,,,,,,,,,Aegon I Targaryen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viserys II Targaryen,,,,,,,,,171 AC, Viserys Targaryen the Second of His Name,Andals,122 AC,172 AC,House Targaryen,Baelor I Targaryen,Aegon IV Targaryen,Aegon IV Targaryen,,Aegon IV Targaryen,The World of Ice and Fire,Daemon Targaryen,Rhaenyra Targaryen,,,,,Larra Rogare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viserys Plumm, Lord,The Mystery Knight,House Plumm,176 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viserys Targaryen,Lord of the Seven Kingdoms,The World of Ice and Fire,House Targaryen,276 AC,298 AC,Season 1,Valyrian, The Beggar King<br><i>Khal Rhae Mhar</i> (The Sorefoot King)<br><i>Khal Rhaggat</i> (The Cart King),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vortimer Crane,Ser,A Game of Thrones,House Crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victaria Tyrell,,A Storm of Swords,House Tyrell,,,,,,,,,,,,,,,,,,,,,Jon Bulwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waif,,A Feast for Crows,Faceless Men,263 AC,,Season 5,Braavos, The waif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vylarr, Captain of the guard,A Clash of Kings,House Lannister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vyman, Maester,A Game of Thrones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Tyrell,Ser,A Storm of Swords,House Tyrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walda Frey (daughter of Edwyn),,A Clash of Kings,House Frey,290 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walda Frey (daughter of Lothar),,A Clash of Kings,House Frey,294 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walda Rivers,,A Clash of Kings,House Frey,294 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walda Frey (daughter of Rhaegar),,A Clash of Kings,House Frey,288 AC,,,, White Walda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walda Frey (daughter of Walton),,A Clash of Kings,House Frey,280 AC,,,, Fair Walda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walda Rivers (daughter of Aemon),,A Storm of Swords,House Frey,295 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walder Frey (son of Jammos),,A Game of Thrones,House Frey,291 AC,,,, Big Walder,,,,,,,,,,,,,,,,,House Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walder Frey (son of Emmon),,A Clash of Kings,House Frey of Riverrun,285 AC,,,, Red Walder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walda Frey (daughter of Merrett),,A Clash of Kings,House Frey,283 AC,,Season 4,,"<a href=""#cite_note-Rasos37.7B.7B.7B3.7D.7D.7D-0"">[1]",,,,,,,,,,,,,,,,Roose Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walder Brax,,A Clash of Kings,House Brax,293 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walder Frey (son of Ryman),,A Game of Thrones,House Frey,260 AC,,Season 3,Rivermen, Black Walder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walder Frey (son of Merrett),,A Game of Thrones,House Frey,291 AC,300 AC,,, Little Walder,,,,,,,,,,,,,,,,,House Crakehall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waldon Wynch, Lord of Iron Holt,A Clash of Kings,House Wynch,,,,Ironborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walder Haigh,,A Clash of Kings,House Haigh,294 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walder Goodbrook,,A Clash of Kings,House Goodbrook,290 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
